index,id,title,category,comment
46,1061,Broken Telstra pit cover,General,"The pit cover is broken and a trip hazard. We reported 12 months ago and somebody put a barrier around it and has left it unfixed. Not only is this a trip hazard for the elderly in the area, it's unsightly."
47,1063,Pot hole,General,There is a large pothole on the cnr of reading ave & joseph banks drive (turning left off joseph banks turning into reading ave). Its been there since before Xmas & can cause accidents avoiding it or damage to car suspensions.
48,1064,Light phasing bias against traffic,General,Lights at burns rd x bobbin head rd causing extensive delays on burns rd. Relatively little N-S traffic on bobbin head rd overly favoured. Has been like this for years. Similar problem at burns x eastern rd. Long delays at both.
49,1065,Trip hazard on pavement,General,The papers are under even and create a trip hazard
50,1066,Pot holes,General,Few deep holes right on the turning point when we turn from Forester road into Glossop street. Can hardly escape.
51,1067,Grass obstructing visibility of cars approaching roundabout,General,The grass is so long on the traffic island around this roundabout that it's blocking visibility of vehicles especially cyclists who may be entering this roundabout.
52,1069,3 yellow arrow signs indicating a bend have been destroyed,General,Noticed this morning 3 yellow arrow signs indicating the curve in the road have been completely destroyed and left on the side of the road.
53,1070,Signage left from road works over a year ago,General,"Signage from when the road was resealed probably over a year ago have not been removed. Signs still say ""no lines marked"" in both directions I think. When the lines are on the road."
54,1071,Multiple potholes,General,Multiple potholes need filling please.
55,1074,Road damage,General,Damage to the road causing it to crumble and deform causing possible damage to passing cars
56,1075,Blocked Drain,General,Everytime in rains the corner of William Mannix Ave and Currans Hill Drive floods.
57,1076,The roundabout,General,It has poor visibility of the oncoming traffic heading from Popondetta Rd ( near swimming pool) across Jersey road to the otherside towards McDonalds! a low car has to wait until the oncoming car is half way around to see the indicator which holds up traffic and people behind get frustratex and start beeping their horn as they have much better visibility being further back too!
58,1077,Street lights out,General,The street lights around this side have been out for years and it is pitch black at night! I am concerned for our safety as you literally cannot see a thing! And the street name is spelt wrong in this site which is why I could not locate it with the name! Capparis Circuit
59,1078,Keep Clear,General,Getting out of this little alley way is a nightmare - post office trucks often park there blocking views also which doesn't help. People also block the intersection as the little sign is covered by trees.
60,1079,Very pot holed,General,The length of Ourimbah Rd to the intersection of Orchard St at Fountaindale is very potholed with the intersection itself being in such a poor state that only half of the road is useable for a distance of 50 metres.
61,108,My house shaking because of street traffic,General,"Because of bus traffic along beams road and the high speeds that they travel at, my house at 541 constantly shakes violently every time a bus thunders pass. I believe the condition of the road surface are adding to the problem. I think the biggest problem is the speeding buses and trucks. I have noticed cracking on the ceiling of my property . The vibration and shaking is almost constant, and at peak bus times is unbearable."
62,1080,St marks turns left going up hill,General,For a number of years residence in the apartment buildings beyond St Mark's Road have assumed that their driveways a part of Saint Marks Road and therefore they have driven very fast without looking as they actually cross into or out of St marks rd. Very dangerous. They need a give way or stop sign!!
63,1081,Poor surface,General,"Pot holes, very irregular road surface. Been like this for many years with only poor patch jobs done over the years."
64,1082,A couple of deep potholes,General,A couple of deep potholes have opened up here between Foxall and Hezlett. Could almost lose a wheel in them!!
65,1083,Dirt road repairs rutting,General,Severe rutting to the road dangerous to drive on needs urgent repairs as causing damages to the cars
66,1085,2 potholes in middle of street,Pothole,There are two sizeable potholes situated in the middle of Yargo street that have been increasing quickly in size over the past few weeks.
67,1086,Street Light Missing - Springfield Way,General,"There used to be a street light in Springfield Way, opposite Highview Place. Now there's only a yellow metal(?) thing. It has been weeks, maybe even months since the light disappeared. This section of the street is now very dark."
68,1087,Loud ringing bells for almost an hour every Sunday,General,"Don't get me wrong, I totally understand Church traditions."
69,1088,"Huge pot hole, slightly right to the middle of the road, just after the roundabout.",General,"Must have been caused by the rain that we've been having in the area, but there is a huge pot hole just beyond the roundabout on Sentry Drive, Stanhope Gardens. Usually I remember that it's there and avoid it, but this time I was stuck in a bit of a traffic jam and as a result completely bottomed out my right suspension system, front and back... This was probably the largest bang i've ever heard while driving.. Seriously you really need to fix it... not only is it dangerous to try to avoid it, but if you do happen to run over it you will be disorientated for a few seconds because the impact is so heavy."
70,1089,Dumped trailer,General,There is a trailer full of rubbish that has been dumped on Nelson street in front of the retirement home. It's taking up one of the free car parks. It's been there for over 6months.
71,1093,Large pot hole,General,Large pot hole cnr endeavor rd & moore st st clair nsw 2759
72,1094,Graffiti,General,Spray painted messaged on the roadway. Causing distraction to motorist large writing.
73,1098,Sewage overflow,General,"On the corner of Belmore and Station streets, just along the council strip, there seems to be a broken or damaged sewage drain causing a pungent smell affecting residents and businesses in the vicinity. At times we have what appears to be sewage overflow onto the street, a definite hazard for residents, especially children that play in the area and in the park across the street."
74,1099,Owners parking cars on footpath,General,Blocks view so you cannot see traffic approaching. School across road so kids walking home are going onto road to get passed them
75,11,Station Graffiti,Graffiti,Seriously... it's everywhere.
76,110,Potholes,General,Another pothole in this area where there is a patchwork of previous repairs.
77,1100,Pot holes - bumpy road,General,Large trucks using road from 6am. Surface very uneven and if raining has large pot holes which are filled in wet weather and bingo - there again the following morning
78,1101,2 potholes,General,Two potholes on frith St outside #48
79,1103,Excessive speeding cars and motorbikes,General,Cars and motorbikes go way too quick up and down street. Someone is bound to get killed. Need speed humps or chicane.
80,1104,Pot hole,General,Pot hole in the middle of the street been there a couple of months
81,1105,More pot holes,General,Hi there are three pot holes about 12feet apart in the first part of Wentworth Rd Macquarie Hiils. There are two pot holes in Pasadena cres just near the high intersection of Caliente st. I have rung once about potholes and the council was there in no time. Regards S Bashford
82,1106,Large concrete slab collapse on roadway.,General,"The large concrete slab has collapsed on the road way and one end is raised well above road surface. The opposite has occurred at the other end. Its causing damage to suspensions and tyres/wheels and is dangerous. It's been this way for years. It's bad enough in a car, I can't imagine what it does to motorcycles or cyclists."
83,1107,Pot hole,General,Road surface is cracking up with water pot hole needs repair
84,1108,Largish pot hole outside 11 Mawson,General,The tar has broken up and an increasingly large pot hole down into the stone road base is forming.
85,111,Pothole trap for wheelchair front wheel,General,"This pothole is right where the footpath curb goes down to meet the road and has almost tipped my aged mother-in-law out of her wheelchair as we've gone to cross the road, because the front wheel sent down into this seemingly innocuous pothole. It would be great to have this fixed at same time as more noticeable ones on the road."
86,1110,Street light out,General,"Street light out making the street very dark. Western side of the street, last light before Osgood Ave."
87,1111,Peak hour traffic jam (morning),General,"Due to the traffic lights at Joseph Banks Drive Kings Langley, traffic can build back up Seven Hills Road so that it could take 3-4 changes of the lights at Old Windsor Road to get through. The problem is that as soon as the lights at Old Windsor Road change to green, the Joesph Banks lights change to red to let one or two cars turn right onto Seven Hills Road. The distance between Old Windsor Road and Joseph Banks only allows about 20-30 cars to wait there. A better sequence would be for the Joseph Banks lights to give right turners a chance when the traffic from Seven Hills road is not flowing across the Old Windsor Road intersection."
88,1112,"Incorrect Signage, Eastbound lanes",General,Approximately six months ago the intersection of Macquarie Road and the Great Western Highway was modified to prevent Macquarie Road traffic turning right onto the highway. Traffic travelling eastbound on the highway and approaching the site of the previous intersection see a sign warning of an intersection which no longer exists.
89,1113,Drug Dealing,General,"Young drivers, P plate drivers continually use this quiet dead end street to deal drugs and take drugs. They also park inside the Sir Eric Woodward memorial school to do the same. Drug paraphernalia and rubbish left both on the road and in the school car park."
90,1114,Congested and pavement damage,General,This street is a main road with a massive amount of traffic on it each day. Yet it is narrow and the pavement is damaged severely. Cars are parked on both sides of the street even though it is not wide enough to carry the sheer volume of traffic due to council approving high density housing yet not providing adequate off street parking. Being close to the university also means foot traffic is high yet there is no foot path but rough and damaged sides. Very run down and over used street.
91,1115,No Parking: Kiss and ride,General,"Outside Edgeworth Public School There are sins No Parking with Kiss and ride. I understand the kiss and ride in the morning, but in the afternoon cars are parked for 20 to 30 minutes in a no Parking zone waiting to pick up their kids. Some park across the crossing and the gate to the carpark. Some do a U-turn over double lines to park. This is creating a very dangerous situation. I have seen cars narrowly miss the Lollipop lady and other pedestrians including myself and my granddaughter."
92,1116,Roundabout sign knocked down,General,Roundabout sign on the northbound approach to this round about has been struck down flat. Still in ground but very dangerous.
93,1117,"""Steep descent"" traffic warning sign (red target board) damaged from fire",General,"East-bound ""Steep descent"" traffic warning sign (yellow warning sign on red target board) damaged from bush fire damage."
94,1118,Traffic Signs Down x 3 on roundabout,General,"3 of the 4 black/yellow ""chevron"" warning signs have been completely knocked over. A critical safety feature for this location!"
95,1119,Street light out,General,Street light not working outside 53 connell road. Oyster bay 2225
96,112,Wierd Rubbish,General,Some wierd rubbish by the side of the road
97,1120,"Huge ridge, dip in the road just as you enter the bridge. Inside lane",General,"Inside lane ( close to centre line), very large ridge in the road just as you enter the bridge. Causes great jolt to steering wheel when you drive over at 70k."
98,1121,2 street lights not working,General,2 street lights not working on fitzroy st between Sydenham road and hans place on the bowling club side of the street
99,1122,Large pot hole,General,Large pot hole just next to the crossing near Bathurst bakery 12months
100,1123,"Need a roundabout at the intersection of Brickfield and Gladstone Streets, North Parramatta, NSW, 2151.",Road Signs,"This intersection have frequent ""near hits"" on a daily basis. The nearby intersections have roundabouts except Brickfield/Gladstone Streets which is very perplexing to me. I've submitted my request to Councillor James Shaw on 26/11/2015 which he passed on my request to Parramatta's Council's Traffic Committee. Since then I haven't heard any news of the outcome of my request."
101,1124,Footpath & ...drain,General,The drain outside ... 96 virgil av has dropped ... and weeds are also growing ...i have reported this to the Bankston council ...approxx 1 year ago ... nothing done ..its getting worse .... also grass not growing & always mud ...very unstable to walk We have had couple falls already My wife had had 2 knee operations from previous injury ...concrete slab would help... thank you luigi martusciello .
102,1125,Street light is off,General,Intersection of Salford Street Stanhope Gardens & perfection ave Stanhope Gardens
103,1126,Rough road,General,"Ocean drive between mountain view road and tunis street is breaking up badly, it has been patched numerous times but now it has large lumps in it."
104,1128,Road is not wide enough,General,The whole of Appin road from rosemeadow to Bulli is a death trap and really needs widening or turned into dual carriageway
105,1129,Cars parked in street not allowing safe passage for other cars and also pedestrians,General,"The amount of cars that park on both sides of this street is dangerous to traffic especially when coming around corner. No room for pedestrians as there is no path and pedestrians must use the road also have to go around parked cars and when two cars are conversing in opposite directions it is very dangerous. Many cars have been side swiped in this street, next will be a pedestrian"
106,1130,Slow vehicle lane,General,"The entire length of SBS Dr & Bundeena Dr need 'slow vehicle pull over' bays. There are far too few spots to pass visitors or cyclists and there are also no shoulders on most sections and poor attempts at repair. Slow vehicle pull over bays, complete with signage would help the flow of ttraffic and prevent accidents when visiotrs travel at 30km/h the whole way."
107,1131,Parking white lines in Wire Lane .,General,"At the moment vehicles are able to park at the intersection of Wire Lane and Crookston Drive due to first and second housing developements not changing the road markings .As the roads have traffic islands ,bigger vehicles have difficulty turning into Crookston Drive due parked vehicles on the end of the street.Crookston Drive is also a bus route."
108,1133,Cars and trucks travel too fast,General,We need a speed hump near No 18 Cascade Street
109,1134,Over grown trees and debris,General,"Using the footpath that is alongside Bexley golf course on Stoney creek rd is becoming almost impassable in certain sections due to overgrown trees that need to be pruned back, the state of the foot path with over grown weeds and leaf debris also requires attention."
110,1135,Pot holes and rough surface,General,"Road needs resurfacing. It is very rough and dangerous as car, trucks and buses serve to miss pot holes and narrowly miss oncoming traffic."
111,1136,Potholes in new surface,General,"The road was dug up, new base and geo fabric laid. The road was then covered in large gravel and sprayed with tar. Les than a week later we have potholes."
112,1137,Uneven entry and exit on Stephen Creek,General,This bridge's surface should be given the same treatment that fixed Hapgood creek bridge. The south bound and northbound exits are very uneven causing loaded and unloaded heavy vehicles to veer and jump excessively and dangerously. Your attention to this hazard is appreciated. Daniel
113,1138,Line Marking,General,"The lane markings in the recent resurfaced road leading to Stephen creek bridge, is nothing less than ""Shocking"", double lanes have been left on the surface in addition to confusing broken lines and merging lines, all done with the utmost negligence, repainted over with black and washed off by the first rain, this marking should be fixed before they start causing accidents and fatalities. Your help is appreciated."
114,1139,New app,General,Fix my street
115,1140,Pothole,General,There is a large pothole in the middle of the road just before the bend if you are heading toward Parramatta road. It has been there for roughly 3 weeks.
116,1141,Pot hole size of garbage bin,General,Fix the pot hole Byron shire council
117,1142,It is at end of road,General,22 Greville Ave is at the very end of the road not 600 meters as shown on your map
118,1143,Line marking,General,"All of Isles Drive needs to be marked due to the large number of cars now parked there daily as staff and visitors to the hospital refuse to pay for parking on the grounds. It is getting quite dangerous to drive around the area as many people cannot park correctly or safely (eg: too close to intersections or driveways) - this is a heavily utilised industrial and commercial area and it is only a matter of time before a serious accident occurs. Also, the intersection with the Pacific Highway at the lights has no markings or arrows and some drivers get it into their heads to make up road rules as they please such as turning left from the right lane and justifying it by saying if there are no lines or arrows that it is legal - more opportunity for accidents and road rage. Can the community please have someone stand up and show some proactive thinking? Don't wait until it's too late."
119,1144,"Road is now not to austrailian standards, its too narrow",General,Road is full of spray patches(pot holes) and is narrow .
120,1145,Storms are pit above road height,General,The storm water pit sits about 10cm road height causing a dangerous situation. An attempt to patch was made yesterday but still the problem is still there. Also this street has many others which council fix some but not others..
121,1146,Lifted curb driveway ramp,General,The curb in front of my driveway is lifted so that the front of my car scrapes when driving in.
122,1148,Hole as big as a garbage bin!,General,Very large hole never addressed by Byron shire council in years. Always have to move over to the left to avoid. Non locals would not see and avoid at night. Well overdue!
123,115,Weeds,General,Weeds are growing where the edge of gutter meets road just past the entrance onto Britten-Jones Drive from Southern Cross. Could you please spray them. This is a common problem along Britten-Jones Drive. Could there be a regular spraying of weed growth along our street. It would appear our street is missed as opposed to other areas of Holt. Thankyou
124,1151,Overgrown Reserve Obstructs When Turning,General,"The reserve on the Gladesville side of the roundabout is overgrown and obstructs view when turning, making it a dangerous blind turn on a roundabout. We contacted council about this and their reply was ""well no-one has crashed or died there yet so there is nothing we can do."" Also there is a suggested speed sign of 35kmh on the next roundabout up but not for this one, instead a 60kmh sign before this roundabout."
125,1154,Road surface,General,The road surface is breaking up . Stone flicking up as cars go by
126,1155,Concrete broken and risen at insection head towards m4,General,Broken and risen concrete due to it has been driven on while wet or no set properly
127,1156,Concrete broken and risen at insection head towards m4,General,Broken and risen concrete due to it has been driven on while wet or no set properly
128,1157,No Drainage flooding when wet,General,When it rains the drain area i capturing water and flooding the driveway this is causing cars to breakdown with engine damage. this is from the school on adelaide stree up till glossop street
129,1158,Needs repaving,General,Street has many potholes and has had them for several years
130,1159,"Aggressive bumps, concrete obstacles and bike lines",General,"Redfern rd Minto is a wide and safe street with footpaths down both sides. Why then is the actually driving area of the road so restricted and cluttered with obstacles? There are two separate bike paths running down the road to the station - the footpath is marked and signposted as a dedicated cycle lane so the addition of further unused cycle room on the actual road is unnecessary. The roundabouts which are supposed to maintain the flow of traffic are dangerous due to the amount of concrete and obstacles surrounding them. I have seen a couple of near misses there as the attention of drivers is focused on navigating their vehicle through the tight space into the roundabout and not on the roundabout itself, nor on the other traffic in or approaching the roundabout. The Kent st roundabout is particularly bad and I would suggest also not required for this quiet T intersection. The addition of a very aggressive bump in this already restricted and difficult to navigate piece of road takes further attention away from the traffic at the roundabout. This aggressive bump is a 'first gear' bump and further bottle-necks traffic flowing down the road. Traffic can now be backed up from the bump to the school and even the traffic lights, as each driver shifts down to first gear to get through this roundabout. Again, roundabouts are designed to maintain traffic flow. This roundabout is unnecessary and the obstacles around it are distracting and dangerous. The additional aggressive bump at the station is also unnecessary and a further distraction reducing the flow of traffic. The bump is right on the entry to a right angle bend at the station. Cars are already slowing down to second gear to go around the bend and the addition of a first gear bump into the bend is unnecessary, a distraction and dangerous. There is a lot of foot traffic at the station and further distractions in the form of this bump and the concrete bumper lanes are unsafe. One might also ask why the existing concrete median was torn up only to be re-laid the same week?"
131,116,Pot holes,General,Recurring pot holes - probably due to high traffic volume.
132,1160,Graffiti at ICE,Graffiti,Nasty graffiti on side door at ICE
133,1161,Big pot hole,General,Big pot hole at pedestrian crossing near William St
134,1162,"Road depressions,potholes underfilled",General,Anzac parade from south juniors to avoca street heading southbound towards Maroubra.The road is very bumpy with underfilled potholes and irregular road depressions.The council patch ups are substandard.And drainage is non existant when it rains.
135,1163,9-10 Park Street,General,Mail is often redirected to Fitsroy street.
136,1164,"Northbound cars cut the corner of Railway Lane & Redman Avenue, Thirroul.",General,"Any short term observation of the junction of Railway Lane & Redman Ave, Thirroul will show that 90% of northbound cars cut the corner and travel on to the wrong side of the road. It is pure laziness on their part and could be easily stopped by attaching some form of raised centre line divider to the road surface. It has been getting worst over the last 2 years as more drivers use this ""back road"" to Austinmer & Coledale as an alternative to using Lawrence Hargrave Drive."
137,1166,Pothole,General,Large pole hole to the left of the curb
138,1168,Street light not working,General,Street light not working for a few months now.
139,1169,Major potholes damaging cars,General,Major potholes towards the end of the coniston close cul de sac - they have been there for years and make the road very difficult to drive on - would be wonderful if they could be repaired! Thank you.
140,117,Repainting lines at intersection,General,"Hi Please repaint intersection lines here as the old incorrect lines are as clear as the correct lines. This leads to some confusion as to who has right of way, and where cars can stop to see clearly when exiting Wallace St."
141,1170,Major potholes damaging cars,General,"There have been major potholes towards the end of the coniston close cul de sac for a long time now, making it very difficult to drive along. It would be great if these could be fixed! Thank you."
142,1172,All street lights not working,General,"Casey crescent and all streets coming off it, Phillipson Crescent, benson Crescent, Marley circuit, rope place etc have no working street lights. Suburb pitch dark"
143,1175,Footpath damage,General,"Post construction of a new house on the corner of Schlich and Musgrave streets in Yarralumla, there is significant damage to the footpaths."
144,1176,Street light out,General,Street light been out over 3 weeks
145,1177,Lane marking,General,Needs lane marking re-done . very bad at night on roundabout.
146,1178,Traffic congestion,General,Only 1 right turn lane from Leonay St at traffic lights at intersection with Linden St causes long queue to form during peak hour. The traffic lights only let 4 cars through at a time so sometimes have to wait for 6 light changes or more to get through. Problem is caused by parked cars blocking left hand lane and lack of a double right turn at lights. The council says it is the problem of the RMS and the RMS says it is the problem of the Council. This problem was first brought to both parties attention in 2012 and no one is willing to do anything to fix it.
147,1181,Can't see when turning at stop sign due to parked trucks,General,Trucks always park to close to the intersection and make it imposible to see when turning at stop sign please install no parking signage to fix this problem
148,1182,Misleading line marking,General,Line marking when turning right from Wonderland Drive onto Wallgrove Road misguids you into the Right lane instead of the left lane to many accidents due to this error in line marking
149,1183,Dangerous redirection,General,Between terry rd and bounday rd There has been temporary reassigned road markings because of the construction. Markings were not clear and had sharp corners making it easy to drive into oncoming traffic. I dare not drive that section of road at all and fear of accidents after dark for fear of not only my mistakes but other driver error.
150,1184,Street is very dark,General,The lights are very old and small and the street is very dark at night
151,1185,Deep pothole on corner Emu Road and Rosamond Road,General,Deep pothole/road collapse - same thing again further west on Emu Road - about halfway along.
152,1186,Damaged road surface,General,Multiple potholes getting deeper as I type.
153,1187,Pothole,General,"Big pothole on westbound lane of Mowbray Road, right near the pedestrian refuge island. While traffic can drive around it under light conditions, a lot of vehicles are forced to drive through it during peak hours, risking damage to wheels & vehicles."
154,1188,Road sign flattened - corner Beechmont Ave and Driscoll Lane,General,A no left turn sign has been flattened on the grass verge on corner of Beechmont Ave and Driscoll Lane. This warns drivers of Driscoll Lane being a one way street
155,1189,Trip Hazzard on Footpath,General,Just saw an old guy walking down this path who could trip on the way walking back.
156,119,Pot holes at driveway,General,There are potholes developing at the start of 45 Sunny South Crescent's driveway. They are getting quite large.
157,1190,Pole Signage- fallen,General,"Hi, Please fix it"
158,1191,Traffic Congestion,General,"Due to there being a primary school in this street and only one feeder road in to the town from the west, getting out of Robin Street and heading into town on West High Street becomes an issue at school drop off and pick up times, there is also a pedestrian crossing around the corner at the top of the street and with the steady flow of traffic coming in from the west of the city, exiting the street becomes a lengthy experience. I believe there should be a set of traffic lights with pedestrian lights also at the top of the street to enable the safe passing of pupils/children/general public, and to allow the congestion from Robin Street to be dealt with by the functioning of the traffic lights."
